Node	 Temp		 Humi	Itr_Pres	Itr_Temp	IR_Light	Vis_Light	Accel_X	Accel_Y		Voltage					Date
8		25,77		61,09	 1006,0		 26,0		 0439		  1807		 0197	 0154		 2859		Tue Jul 21 09:52:09 BRT 2015
4		24,90		54,84	 1005,0		 24,0		 0211		  0895		 0186	 0186		 2642		Tue Jul 21 09:52:56 BRT 2015
15		25,17		47,19	 1004,0		 25,0		 0089		  0407		 0185	 0166		 2801		Tue Jul 21 09:52:58 BRT 2015
3		26,06		67,69	 1005,0		 26,0		 0311		  2607		 0195	 0163		 2953		Tue Jul 21 09:53:07 BRT 2015
14		27,13		74,78	 1005,0		 26,0		 0069		  0327		 0209	 0133		 2734		Tue Jul 21 09:53:08 BRT 2015
12		25,81		72,75	 1005,0		 25,0		 0263		  2223		 0199	 0132		 2789		Tue Jul 21 09:53:18 BRT 2015
8		25,82		62,49	 1006,0		 26,0		 0423		  1743		 0197	 0156		 2859		Tue Jul 21 09:54:06 BRT 2015
4		24,88		53,30	 1005,0		 24,0		 0203		  0863		 0186	 0186		 2636		Tue Jul 21 09:54:53 BRT 2015
15		25,12		46,61	 1004,0		 25,0		 0089		  0407		 0185	 0166		 2801		Tue Jul 21 09:54:55 BRT 2015
3		26,13		68,37	 1005,0		 26,0		 0295		  2479		 0196	 0163		 2946		Tue Jul 21 09:55:04 BRT 2015
14		27,10		72,79	 1005,0		 26,0		 0069		  0327		 0209	 0134		 2734		Tue Jul 21 09:55:06 BRT 2015
12		25,88		73,80	 1005,0		 25,0		 0263		  2223		 0199	 0133		 2789		Tue Jul 21 09:55:15 BRT 2015
8		25,89		61,79	 1006,0		 26,0		 0407		  1679		 0197	 0156		 2859		Tue Jul 21 09:56:03 BRT 2015
4		24,80		52,18	 1005,0		 24,0		 0187		  0799		 0186	 0185		 2636		Tue Jul 21 09:56:51 BRT 2015
15		25,07		45,38	 1004,0		 25,0		 0034		  0391		 0185	 0167		 2801		Tue Jul 21 09:56:52 BRT 2015
3		26,18		69,40	 1006,0		 26,0		 0295		  2479		 0196	 0156		 2946		Tue Jul 21 09:57:01 BRT 2015
14		27,04		70,90	 1005,0		 26,0		 0053		  0263		 0209	 0134		 2728		Tue Jul 21 09:57:03 BRT 2015
12		25,95		74,64	 1005,0		 25,0		 0263		  2223		 0199	 0134		 2789		Tue Jul 21 09:57:12 BRT 2015
8		25,89		58,55	 1006,0		 26,0		 0187		  1615		 0197	 0156		 2859		Tue Jul 21 09:58:01 BRT 2015
4		24,74		51,03	 1005,0		 24,0		 0179		  0767		 0186	 0184		 2636		Tue Jul 21 09:58:48 BRT 2015
15		25,00		44,17	 1004,0		 25,0		 0034		  0391		 0185	 0168		 2801		Tue Jul 21 09:58:49 BRT 2015
3		26,24		69,92	 1005,0		 26,0		 0295		  2479		 0196	 0156		 2946		Tue Jul 21 09:58:58 BRT 2015
14		26,95		69,00	 1005,0		 26,0		 0049		  0247		 0209	 0134		 2728		Tue Jul 21 09:59:00 BRT 2015
12		26,03		75,21	 1005,0		 25,0		 0115		  2095		 0198	 0134		 2789		Tue Jul 21 09:59:10 BRT 2015
8		25,78		55,22	 1006,0		 26,0		 0187		  1615		 0197	 0156		 2859		Tue Jul 21 09:59:58 BRT 2015
4		24,68		50,17	 1005,0		 24,0		 0179		  0767		 0186	 0185		 2636		Tue Jul 21 10:00:45 BRT 2015
15		24,94		43,87	 1004,0		 25,0		 0034		  0391		 0185	 0168		 2795		Tue Jul 21 10:00:46 BRT 2015
3		26,29		70,64	 1006,0		 26,0		 0295		  2479		 0196	 0155		 2946		Tue Jul 21 10:00:55 BRT 2015
14		26,86		67,44	 1005,0		 26,0		 0049		  0247		 0209	 0134		 2728		Tue Jul 21 10:00:57 BRT 2015
12		26,08		75,66	 1005,0		 25,0		 0115		  2095		 0198	 0135		 2789		Tue Jul 21 10:01:07 BRT 2015
8		25,64		53,18	 1006,0		 26,0		 0187		  1615		 0197	 0156		 2852		Tue Jul 21 10:01:55 BRT 2015
4		24,62		49,49	 1005,0		 24,0		 0179		  0767		 0186	 0185		 2636		Tue Jul 21 10:02:42 BRT 2015
4		24,62		49,49	 1005,0		 24,0		 0179		  0767		 0186	 0185		 2636		Tue Jul 21 10:02:42 BRT 2015
4		24,62		49,49	 1005,0		 24,0		 0179		  0767		 0186	 0185		 2636		Tue Jul 21 10:02:42 BRT 2015
15		24,88		43,15	 1004,0		 25,0		 0034		  0391		 0185	 0168		 2795		Tue Jul 21 10:02:44 BRT 2015
3		26,36		70,42	 1006,0		 26,0		 0295		  2479		 0196	 0154		 2946		Tue Jul 21 10:02:53 BRT 2015
14		26,77		66,21	 1005,0		 26,0		 0049		  0247		 0209	 0134		 2728		Tue Jul 21 10:02:54 BRT 2015
12		26,13		74,14	 1005,0		 25,0		 0115		  2095		 0199	 0135		 2783		Tue Jul 21 10:03:04 BRT 2015
8		25,50		51,83	 1006,0		 25,0		 0187		  1615		 0197	 0158		 2859		Tue Jul 21 10:03:52 BRT 2015
4		24,56		48,59	 1005,0		 24,0		 0179		  0767		 0186	 0185		 2636		Tue Jul 21 10:04:39 BRT 2015
4		24,56		48,59	 1005,0		 24,0		 0179		  0767		 0186	 0185		 2636		Tue Jul 21 10:04:39 BRT 2015
15		24,83		42,36	 1004,0		 25,0		 0034		  0391		 0185	 0169		 2795		Tue Jul 21 10:04:41 BRT 2015
3		26,35		67,72	 1006,0		 26,0		 0295		  2479		 0196	 0154		 2946		Tue Jul 21 10:04:50 BRT 2015
14		26,66		64,67	 1005,0		 26,0		 0049		  0247		 0209	 0135		 2728		Tue Jul 21 10:04:52 BRT 2015
12		26,08		69,95	 1005,0		 25,0		 0115		  2095		 0199	 0136		 2783		Tue Jul 21 10:05:01 BRT 2015
8		25,47		54,36	 1006,0		 25,0		 0187		  1615		 0196	 0156		 2852		Tue Jul 21 10:05:49 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:36 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:36 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:37 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:37 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:37 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:37 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:37 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:37 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:37 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:37 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:37 BRT 2015
4		24,50		48,17	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2636		Tue Jul 21 10:06:37 BRT 2015
15		24,77		42,22	 1004,0		 24,0		 0034		  0391		 0185	 0169		 2795		Tue Jul 21 10:06:38 BRT 2015
3		26,27		63,97	 1006,0		 26,0		 0295		  2479		 0195	 0160		 2946		Tue Jul 21 10:06:47 BRT 2015
14		26,55		63,77	 1005,0		 26,0		 0053		  0263		 0209	 0134		 2722		Tue Jul 21 10:06:49 BRT 2015
12		25,94		66,43	 1005,0		 25,0		 0115		  2095		 0198	 0136		 2783		Tue Jul 21 10:06:58 BRT 2015
8		25,52		56,53	 1006,0		 25,0		 0187		  1615		 0197	 0157		 2852		Tue Jul 21 10:07:47 BRT 2015
4		24,44		47,55	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2630		Tue Jul 21 10:08:34 BRT 2015
15		24,73		41,99	 1004,0		 24,0		 0034		  0391		 0185	 0169		 2795		Tue Jul 21 10:08:35 BRT 2015
3		26,14		60,91	 1006,0		 26,0		 0295		  2479		 0196	 0160		 2946		Tue Jul 21 10:08:44 BRT 2015
14		26,48		63,61	 1005,0		 26,0		 0053		  0263		 0209	 0134		 2722		Tue Jul 21 10:08:46 BRT 2015
12		25,79		62,51	 1005,0		 25,0		 0115		  2095		 0198	 0136		 2776		Tue Jul 21 10:08:56 BRT 2015
8		25,59		58,69	 1006,0		 26,0		 0407		  1679		 0197	 0156		 2852		Tue Jul 21 10:09:44 BRT 2015
4		24,39		47,03	 1005,0		 24,0		 0187		  0799		 0186	 0184		 2630		Tue Jul 21 10:10:31 BRT 2015
15		24,68		41,40	 1004,0		 24,0		 0034		  0391		 0185	 0168		 2789		Tue Jul 21 10:10:32 BRT 2015
3		25,98		57,81	 1006,0		 25,0		 0295		  2479		 0196	 0160		 2946		Tue Jul 21 10:10:41 BRT 2015
14		26,46		64,46	 1005,0		 26,0		 0057		  0279		 0209	 0134		 2722		Tue Jul 21 10:10:43 BRT 2015
